	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20
EG13996	0.849530904	0.903574418	0.45610513	0.813080529	0.784918562	0.74719702	0.507049969	0.784384247	0.467944449	0.864941802	0.570437397	0.265236741	0.438828298	0.16954177	0.429798142	0.383748819	0.385625716	0.514702651	0.472887558	0.522633153
EG13997	0.799047983	0.90326033	0.517831603	0.809925425	0.719520041	0.755207594	0.544067212	0.846623619	0.452355526	0.853597891	0.733751061	0.686946015	0.874800015	0.518684783	0.518525696	0.442553426	0.868605626	0.862443745	0.737260104	0.625589123
EG13998	0.759636323	0.914095404	0.511643731	0.830892636	0.719374859	0.737350386	0.480153839	0.872717078	0.452122176	0.857380628	0.660572553	0.27341383	0.405541467	0.290810789	0.258293679	0.104791456	0.569027032	0.541126905	0.632420085	0.551623032
EG13999	0.763346846	0.898118666	0.464800653	0.784073498	0.702291204	0.623935217	0.533828634	0.830296231	0.336042215	0.768629536	0.779190182	0.67155714	0.888152011	0.634318246	0.704973418	0.365732318	0.870168991	0.911093545	0.743145946	0.739244626
EG14013	0.519737706	0.72200902	0.528958023	0.509690084	0.722782586	0.510028678	0.550183023	0.798690982	0.310108041	0.456149369	0.520839558	0.815145395	0.46798327	0.625615512	0.680173385	0.474936899	0.516784798	0.667608835	0.552007891	0.499751198
EG14026	0.015907652	0.030541143	0.155648673	0.094206673	0.006915677	0.041876348	0.007285413	0.005951666	0.048261437	0.178903761	0.010898122	0.000969	0.014104228	0.000135	6.20E-05	0.002205762	0.011265653	0.001193609	0.00428413	0.002598137
EG14035	0.497379507	0.764616094	0.519874906	0.601940025	0.793255186	0.627919821	0.592445553	0.806135239	0.402893212	0.545492069	0.446667265	0.741733308	0.491952574	0.649358571	0.670885256	0.394994618	0.475981814	0.725245232	0.560455221	0.498975061
EG14056	0.183379553	0.219482525	0.287668406	0.122672719	0.235581756	0.146969566	0.376435826	0.06383791	0.506006796	0.398930358	0.754253111	0.797120192	0.70999459	0.902273134	0.905038218	0.887440596	0.825589138	0.911439879	0.75528453	0.925441709
EG14057	0.29382459	0.265503295	0.492439301	0.08474235	0.307418743	0.360813221	0.431052136	0.173990361	0.552630821	0.517583888	0.738478004	0.805888757	0.637387816	0.871728316	0.897665119	0.783301061	0.826226156	0.918401557	0.79567993	0.941071904
EG14058	0.390513616	0.490218634	0.592819116	0.265105442	0.443454108	0.37791376	0.448905587	0.167380062	0.609283474	0.557262356	0.795878493	0.774167679	0.759378753	0.893375593	0.896005849	0.829702636	0.856892159	0.916628583	0.807256707	0.922677909
EG14061	0.266181151	0.231836602	0.261529457	0.13650441	0.054460619	0.257539294	0.230621748	0.027705147	0.453300547	0.241938199	0.981480642	0.98427411	0.876348274	0.975541887	0.947039706	0.761592661	0.985477245	0.976199013	0.981061828	0.970023184
EG14126	0.695186903	0.744179001	0.451406168	0.844036305	0.90790214	0.702803815	0.611349415	0.983618013	0.288530614	0.448645447	0.235105595	0.892593284	0.576933407	0.968466052	0.761934969	0.119756901	0.233013715	0.854247665	0.891099405	0.948618862
EG14157	0.996113012	0.774022415	0.798014592	0.955581887	0.961659232	0.840666001	0.896375587	0.9741557	0.725669814	0.822844254	0.800657183	0.816176466	0.754524881	0.732851685	0.799666974	0.709641217	0.828071556	0.814069525	0.671461893	0.739629849
EG14211	0.223930963	0.268265423	0.355621155	0.328797285	0.301317158	0.198136786	0.229582407	0.267261435	0.052411593	0.314371574	0.366815953	0.260654077	0.493160495	0.060769071	0.142518713	0.117928575	0.572810192	0.543852531	0.410955588	0.282971694
EG142110	0.527272093	0.127995944	0.988272383	0.972166389	0.45015657	0.806823447	0.812790013	0.362260912	0.994612461	0.976371055	0.547923706	0.984499176	0.800174126	0.992927267	0.86620755	0.707494015	0.764655429	0.139212235	0.890789069	0.69804998
EG14212	0.374474512	0.542101999	0.421813262	0.346058981	0.409465952	0.384031815	0.398271355	0.471767723	0.073623477	0.487930909	0.261092246	0.22118413	0.530469709	0.104983685	0.074243454	0.095449921	0.42149349	0.499216825	0.329798756	0.261022424
EG14213	0.39729838	0.524047802	0.36479008	0.375488928	0.322485403	0.36224856	0.446700449	0.291845139	0.121312616	0.482564631	0.33799732	0.353316085	0.474152705	0.049228246	0.179044865	0.082149654	0.441304221	0.553275611	0.2785024	0.299757
EG14214	0.28180024	0.523792668	0.432169838	0.302245069	0.351226972	0.377321558	0.324861729	0.403977629	0.182003949	0.476874141	0.402900896	0.216305309	0.559910746	0.101846984	0.217061814	0.154093628	0.568067509	0.622342049	0.503965177	0.344058089
EG14215	0.345732325	0.572742022	0.394476595	0.352122146	0.387347967	0.303978065	0.151869144	0.392224859	0.033861861	0.451943127	0.490022062	0.36997062	0.551514837	0.087252753	0.186565982	0.25344433	0.5765908	0.536340519	0.511314129	0.343030879
EG14216	0.527273903	0.605709985	0.408551302	0.53282846	0.514716456	0.511625138	0.263861087	0.482539489	0.139143112	0.618758007	0.217585423	0.032362961	0.15641295	0.002240029	0.033895857	0.096152914	0.250095195	0.418125837	0.10070427	0.151389331
EG14217	0.254350837	0.136670742	0.388724474	0.091932561	0.182668355	0.170547897	0.178167903	0.13051654	0.02687423	0.209537174	0.519590025	0.276216501	0.60452497	0.089496106	0.212296497	0.104848279	0.615967098	0.640647699	0.45279832	0.40943256
EG14218	0.604283994	0.619139273	0.442889167	0.509101909	0.415511409	0.486437442	0.304269837	0.567533121	0.092840125	0.54171883	0.449091239	0.370142374	0.692845491	0.148631487	0.205455218	0.180224254	0.681996378	0.703811886	0.586609836	0.461867361
EG14219	0.232513201	0.043505926	0.959893466	0.928141195	0.151918959	0.598202468	0.529447066	0.135509737	0.980897257	0.932024354	0.201275742	0.916032017	0.4817938	0.964892545	0.405248501	0.324105472	0.310313337	0.03276043	0.590735589	0.242896035
EG14222	0.729690606	0.780375212	0.516236842	0.811972054	0.918598641	0.703792512	0.717628072	0.984121977	0.342863338	0.54410487	0.28954838	0.910527582	0.668167206	0.977330474	0.846982952	0.152798575	0.369944718	0.898679283	0.928623448	0.957248263
EG14265	0.824068211	0.941804048	0.666006417	0.84065726	0.756023724	0.904242952	0.683496162	0.962740996	0.453186602	0.870344793	0.903049364	0.489784368	0.858717016	0.377857036	0.462899539	0.334718381	0.954603377	0.938549003	0.828949869	0.709013798
EG142654	0.930132261	0.975080748	0.915314036	0.952044587	0.903967292	0.967794337	0.84303772	0.986970009	0.781940143	0.954542205	0.964907291	0.67387394	0.943459059	0.502448724	0.658248613	0.49606991	0.977597222	0.972627975	0.926659801	0.870886378
EG14266	0.609650625	0.822652868	0.548271388	0.633318109	0.827479347	0.637943418	0.644551764	0.837892455	0.484791629	0.447694912	0.494497477	0.737907014	0.43035269	0.613086331	0.737252975	0.300871661	0.553540854	0.593305422	0.480105635	0.519216869
EG14267	0.584615337	0.777805178	0.559832082	0.498943234	0.744258894	0.62061418	0.603306197	0.807979483	0.353904254	0.466284959	0.381116202	0.460992495	0.310080082	0.468509027	0.320165535	0.270058257	0.417405004	0.468854351	0.342830355	0.505348714
EG14268	0.57830247	0.808086485	0.592017725	0.656547016	0.739146361	0.612496457	0.572258089	0.856633688	0.44426682	0.488435035	0.355896711	0.822511206	0.369662757	0.550386196	0.688426985	0.42299437	0.571757818	0.654729507	0.423419217	0.49168861
EG14269	0.636440193	0.789379633	0.619294878	0.590899213	0.803534017	0.580636405	0.661053919	0.810403681	0.538353481	0.52202744	0.467302107	0.789612385	0.447187271	0.533536901	0.700092478	0.362820343	0.35661191	0.686799844	0.445791384	0.461776195
EG14270	0.658008446	0.842785358	0.57491355	0.624582914	0.833008357	0.684510908	0.662746699	0.832366885	0.529358207	0.547763365	0.482131734	0.778732553	0.361791177	0.554640783	0.704127732	0.285218699	0.419043011	0.599748867	0.409774142	0.449790842
EG14271	0.568429678	0.802012423	0.47606457	0.534637851	0.766731134	0.57362559	0.577042232	0.797168455	0.443241024	0.397563243	0.505234136	0.82581461	0.542963111	0.659185598	0.698683509	0.409856605	0.579342944	0.689108118	0.450276182	0.511533152
EG14272	0.602176816	0.837850682	0.605988196	0.528227567	0.756876821	0.682456973	0.632694764	0.822488034	0.512919243	0.550535087	0.399175346	0.722776155	0.446529085	0.571136094	0.742672349	0.353711373	0.422414287	0.595573891	0.450644463	0.462288924
EG14273	0.61244719	0.81928101	0.47605525	0.563448803	0.780723586	0.610970382	0.625186575	0.785048244	0.41444659	0.504709477	0.349070949	0.369215749	0.406100609	0.363239974	0.481931872	0.439228538	0.376712646	0.384095917	0.489314697	0.316501927
EG14274	0.992037581	0.793339649	0.427959971	0.823779843	0.928163945	0.744646505	0.784515801	0.985999144	0.299589663	0.416947034	0.445254083	0.867306297	0.83393822	0.62056672	0.555575196	0.110710993	0.770309492	0.602534724	0.847798131	0.426554506
EG14299	0.857913906	0.785216703	0.61196424	0.801336896	0.868069877	0.710073	0.735141084	0.874374851	0.441490376	0.565744437	0.427197811	0.828504738	0.772475542	0.648792978	0.403217299	0.023378371	0.742812006	0.590148636	0.834557217	0.232757507
EG14309	0.06884313	0.012670988	0.04645497	0.00479615	0.000603	0.02240139	0.025360462	0.000745	0.310237533	0.065136445	0.969906658	0.972882723	0.773140772	0.962327351	0.907402551	0.724986122	0.975991194	0.959341664	0.961990313	0.940833264
EG14340	0.016012082	0.026941815	0.11715494	0.132247518	0.015540933	0.124752182	0.023816027	0.018826556	0.018181501	0.18153971	0.139573806	0.006707755	0.05440065	0.000966	0.013368089	0.025704035	0.13242195	0.012972904	0.010881305	0.052847137
EG14373	0.437998058	0.423907017	0.335428803	0.426714064	0.472872002	0.460226484	0.437160599	0.492392918	0.302561827	0.364471811	0.168768674	0.12405231	0.20277861	0.231721737	0.21725256	0.100694252	0.172280283	0.221525411	0.102090945	0.252388382
EG20044	0.314120075	0.371368161	0.52948127	0.234181506	0.44586323	0.217467292	0.250096575	0.293174611	0.118020899	0.310295172	0.727958249	0.460796276	0.702597394	0.5533355	0.503958048	0.339204923	0.78165334	0.658267383	0.647753995	0.669773979
EG20080	0.331065867	0.284652256	0.728429895	0.292681456	0.501979635	0.379176314	0.38182728	0.365956077	0.180532324	0.392189578	0.218610445	0.566640167	0.38994863	0.208963593	0.250053665	0.348738084	0.265439558	0.397144843	0.208689036	0.235910641
EG20098	0.172195298	0.125272325	0.122837875	0.199855641	0.108502464	0.131029181	0.169277646	0.236608843	0.081025397	0.080794042	0.192203924	0.400031512	0.318136493	0.300666984	0.280502473	0.065650063	0.320089795	0.233227561	0.400731662	0.219435606
EG20151	0.471159965	0.45894003	0.526469658	0.569170525	0.578528625	0.508022279	0.461253484	0.507066563	0.422456121	0.381070721	0.728940633	0.698094707	0.604086209	0.677164308	0.629645412	0.483437913	0.720011714	0.775550922	0.61544102	0.685466154
EG20248	0.991203555	0.816485796	0.548156564	0.853683537	0.927236439	0.765839607	0.823751683	0.983804471	0.301352646	0.421002953	0.360495633	0.88149087	0.820564838	0.648557522	0.369837461	0.004939182	0.797832533	0.546504675	0.907867622	0.240522213
EG20249	0.051499874	0.823064813	0.340968489	0.215247287	0.68961626	0.942491279	0.627362428	0.310765386	0.494082697	0.441710044	0.36825544	0.349404507	0.125124708	0.882850797	0.395799909	0.07573012	0.243109166	0.525629519	0.57264352	0.276316591
EG20257	0.005084926	0.100471654	0.087438881	0.018256727	0.013652907	0.142942777	0.074822403	0.009345712	0.25893152	0.091390099	0.274822202	0.246202574	0.396855675	0.334090584	0.173957052	0.444257457	0.236578379	0.347882882	0.309458773	0.333923403
EG20263	0.508747558	0.73201219	0.420640938	0.391810189	0.710934206	0.50718379	0.51152327	0.802693334	0.359933181	0.431362751	0.260325675	0.514157058	0.317247181	0.424507142	0.495134235	0.28624354	0.208137076	0.46178276	0.250801626	0.30429867
EG20264	0.619465279	0.802583581	0.532727698	0.599418397	0.776820839	0.694021089	0.595149944	0.819333903	0.50802646	0.560422796	0.412338665	0.71973812	0.395853937	0.659667154	0.708883864	0.366123347	0.52982479	0.712419523	0.468642977	0.408669556
EG20265	0.549759902	0.774077174	0.495352436	0.600152462	0.787715579	0.53202072	0.598745105	0.847084949	0.510822512	0.498885342	0.442852214	0.73732857	0.422349782	0.499374631	0.672694971	0.386278219	0.492447125	0.61600699	0.390055208	0.498254041
EG20266	0.65736136	0.774923699	0.589669341	0.592234039	0.763822852	0.637058234	0.677591353	0.870697584	0.51317229	0.493073041	0.545787209	0.811927717	0.5110335	0.639746975	0.689159856	0.347331878	0.588548862	0.642855967	0.429592142	0.518680722
EG20267	0.529671119	0.732184132	0.547862279	0.52520985	0.779050449	0.591102073	0.548158561	0.806709169	0.386008809	0.48389706	0.574794236	0.849310318	0.475637086	0.636909986	0.810656311	0.351083532	0.66942843	0.720997358	0.517386074	0.570866956
EG20268	0.594375091	0.830109731	0.558241394	0.559721333	0.764405885	0.594396428	0.655398629	0.779117313	0.493841484	0.528646025	0.190659011	0.341849039	0.224089955	0.321386404	0.406544567	0.1911263	0.209105429	0.269502178	0.15753761	0.192429216
EG20273	0.992923914	0.811813803	0.625481507	0.871335589	0.950374038	0.76580223	0.870446889	0.984066186	0.35904823	0.54513262	0.096560127	0.700166138	0.637991149	0.247690848	0.152577537	0.001301271	0.447125174	0.279526286	0.779914136	0.127833529
EG20275	0.991222125	0.797248789	0.491163599	0.794785913	0.917424618	0.708740586	0.797186273	0.984050902	0.250151353	0.36911728	0.433990439	0.872219027	0.858405084	0.635667953	0.556014433	0.041573621	0.752305313	0.620458107	0.883719889	0.404350736
EG30008	0.947097285	0.89482976	0.868376271	0.926033042	0.941031276	0.897088321	0.923574065	0.956301279	0.748215348	0.864414774	0.728029767	0.846830033	0.825153646	0.740915383	0.683179099	0.545193604	0.816269453	0.765330864	0.80095365	0.764676685
EG30010	0.959984463	0.931733202	0.859064607	0.939115839	0.958603444	0.917034063	0.90273971	0.951849214	0.733880904	0.847858217	0.714630323	0.799859164	0.663236366	0.659016582	0.735918438	0.399767944	0.75984903	0.649569487	0.811209344	0.646337206
EG30011	0.948008915	0.883131996	0.864140054	0.921647525	0.94345603	0.895714432	0.899039231	0.945822093	0.687450859	0.850236173	0.804357426	0.822380045	0.758179384	0.771096635	0.782933857	0.577742957	0.852728107	0.768788077	0.832459253	0.762865907
EG30012	0.774598594	0.686837964	0.138511651	0.89315388	0.604391451	0.757074415	0.538339345	0.933207258	0.516545672	0.697613029	0.6665555	0.329770843	0.428173569	0.682984415	0.566154394	0.305738329	0.569415593	0.465669405	0.550098114	0.6978004
EG30016	0.952863442	0.879174547	0.84998515	0.923761304	0.943764939	0.910039908	0.909166049	0.931997973	0.684318463	0.872480369	0.758154503	0.781294575	0.719893923	0.69654223	0.71292271	0.518424788	0.820001159	0.706380109	0.822866725	0.704163393
EG30017	0.929939221	0.891728263	0.867725167	0.889987451	0.931913237	0.879286443	0.906250546	0.927946211	0.689106833	0.777259502	0.700825022	0.759166841	0.71881889	0.575412212	0.601800134	0.379204237	0.746217543	0.594209898	0.751148252	0.629448645
EG30025	0.93605307	0.906887179	0.834968871	0.921636561	0.941664024	0.897335844	0.921369832	0.952231505	0.729661322	0.851114407	0.836235525	0.861310403	0.84122368	0.793397823	0.782384695	0.586216961	0.871399108	0.777975889	0.833153338	0.750553196
EG30029	0.938748324	0.877270691	0.846987495	0.894440366	0.931062435	0.882331617	0.878447045	0.939676999	0.674420044	0.861373062	0.740559649	0.784055062	0.72447374	0.766371272	0.703533135	0.350938632	0.770621168	0.694793906	0.775128349	0.59972352
EG30031	0.956124679	0.914663523	0.81857841	0.933467715	0.93539346	0.908379053	0.917805895	0.946476634	0.732147471	0.861626442	0.570258188	0.662113309	0.585624606	0.533688422	0.465131756	0.185737272	0.649280535	0.42903781	0.632461326	0.444289304
EG30032	0.416321661	0.292708718	0.331519564	0.409667544	0.277487028	0.429759197	0.304689623	0.293396216	0.440915967	0.451049044	0.068042584	0.011123851	0.104083082	0.036931841	0.067661952	0.127373446	0.057753735	0.074369477	0.020228312	0.045928431
EG30033	0.93915781	0.905909535	0.878490461	0.925143509	0.956592574	0.910758679	0.916986469	0.955164334	0.649825001	0.844646103	0.696613079	0.785902859	0.714421994	0.614511498	0.671275782	0.47999207	0.734820013	0.696371198	0.75692629	0.567944689
EG30034	0.945302245	0.926296156	0.880043155	0.927957267	0.946108732	0.904538571	0.909677259	0.942902201	0.74769361	0.831151607	0.732307496	0.812519221	0.777130483	0.677375295	0.643365473	0.486368798	0.781360725	0.633919253	0.766080529	0.578496234
EG30035	0.939286518	0.90010013	0.826136315	0.903284139	0.945921517	0.882763506	0.906510069	0.923456238	0.64953808	0.837439708	0.756507485	0.859846187	0.797691657	0.730805739	0.713723745	0.328686395	0.837906557	0.733846302	0.836358256	0.648166393
EG30036	0.962582491	0.906398189	0.883310099	0.943022666	0.944551526	0.923261963	0.929616504	0.954745615	0.766980757	0.86233468	0.736550115	0.769374447	0.786320099	0.746400317	0.695457686	0.478549573	0.756182102	0.697948333	0.769274658	0.677824461
EG30037	0.93584277	0.89305959	0.852620513	0.93111818	0.943369391	0.913229921	0.930439865	0.947590075	0.687485456	0.844792683	0.815139042	0.836551129	0.823794366	0.831649215	0.805908352	0.517424414	0.854364366	0.79888711	0.832416274	0.706356898
EG30043	0.928630976	0.849650619	0.858188375	0.900000946	0.930507998	0.920541393	0.899213313	0.941734802	0.67576883	0.827955475	0.869358228	0.884694552	0.877892306	0.864246154	0.853395687	0.714247774	0.882508353	0.859950543	0.891309264	0.838193299
EG30044	0.937356915	0.926615964	0.868853841	0.938006333	0.955145685	0.924394445	0.918739594	0.955585502	0.672608589	0.872386889	0.796477943	0.8212314	0.822458002	0.731857046	0.728895479	0.487454962	0.787070244	0.701245052	0.822380355	0.691609363
EG30045	0.944650375	0.896133236	0.848750061	0.93079654	0.928740662	0.887792318	0.898304954	0.942381172	0.674925302	0.814346802	0.75003664	0.811004927	0.756819775	0.705912368	0.667751639	0.488716446	0.777242802	0.631622207	0.80861048	0.716100122
