	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20
EG12628	0.841129045	0.849777819	0.753972158	0.819657813	0.847964117	0.80300609	0.776646553	0.815104696	0.592193148	0.780113697	0.517541174	0.550173969	0.552052048	0.576719265	0.466401764	0.342858535	0.600815098	0.499744911	0.546875314	0.5917367
EG12629	0.841028038	0.468768608	0.42688208	0.569774005	0.700575668	0.545631382	0.731389872	0.876497767	0.225884731	0.235199612	0.387780032	0.580043927	0.636834818	0.411402704	0.252531931	0.013021793	0.444805197	0.299561185	0.697574997	0.207720459
EG12630	0.660453098	0.996188442	0.121937052	0.586035415	0.561766989	0.288945713	0.101976428	0.239109065	0.691595404	0.931466145	0.457530859	0.523275085	0.324818738	0.712421414	0.740166498	0.890622639	0.622055045	0.840053692	0.241661144	0.748015088
EG12631	0.58321182	0.306640325	0.512884829	0.596921367	0.588941983	0.531544943	0.726762729	0.794211407	0.172631403	0.183242018	0.251275623	0.525223214	0.605157347	0.26490681	0.165662728	0.022346115	0.360864038	0.308275975	0.640550548	0.258387809
EG12661	0.346248632	0.835869507	0.402592027	0.666678389	0.307304239	0.757170942	0.20870879	0.886490743	0.140039903	0.752188636	0.969800349	0.045490097	0.790464148	0.001856895	0.179674756	0.087647121	0.978417054	0.997915524	0.718667679	0.709471649
EG12663	0.118116158	0.80633909	0.03946999	0.531978307	0.089945991	0.656514739	0.013773615	0.886855136	0.000868	0.601337867	0.931054876	0.000206	0.532976803	6.41E-06	0.003540685	0.001545138	0.952367962	0.995731907	0.367400613	0.323009463
EG12665	0.839380577	0.931519802	0.815919217	0.809846498	0.909547554	0.880335035	0.805997686	0.926139782	0.765867004	0.720220802	0.73922978	0.886101768	0.658536385	0.753224358	0.82921292	0.530689117	0.691171742	0.823077757	0.801488345	0.70273682
EG12667	0.992214689	0.096862814	0.673761919	0.89874641	0.190857884	0.049347603	0.476402538	0.83338944	0.433568721	0.66194142	0.739361057	0.640983265	0.302302657	0.974604817	0.640502943	0.212188409	0.625171981	0.796634168	0.716861217	0.535172998
EG12668	0.905654756	0.094359285	0.347794596	0.592021134	0.200703986	0.048919519	0.250156233	0.58377287	0.250921879	0.394917556	0.582064144	0.559222934	0.887895079	0.067963159	0.661207275	0.960353725	0.486691388	0.385354607	0.525015441	0.767174372
EG12672	0.120318853	0.154085575	0.994053467	0.05647791	0.252100236	0.070395155	0.316382158	0.027774908	0.111137279	0.214157164	0.067475178	0.890046769	0.349819815	0.030509897	0.052580096	0.314431999	0.176835216	0.478395551	0.075141582	0.041246391
EG12676	0.672892191	0.470183301	0.188794452	0.755269022	0.854338549	0.43955792	0.528634963	0.971167252	0.035230001	0.237876973	0.209221279	0.857989342	0.621213924	0.960029888	0.800277782	0.049736398	0.214040465	0.843512166	0.862671558	0.918622958
EG12680	0.682584703	0.829761777	0.635046862	0.602515488	0.849172236	0.658857037	0.684385109	0.853203769	0.548646177	0.598535044	0.512277695	0.821625001	0.45797997	0.64962878	0.803396749	0.396742815	0.637532413	0.71674759	0.548541957	0.629317894
EG12686	0.996176303	0.894967411	0.66042785	0.929638271	0.971871279	0.860149423	0.892059963	0.99402822	0.656255238	0.695781126	0.536294586	0.124018363	0.199818902	0.251253166	0.527607511	0.997232411	0.181781009	0.472741297	0.069738584	0.728063197
EG12697	0.979446852	0.00402619	0.838102667	0.742820284	0.562591575	0.023455576	0.15340598	0.773919685	0.348813048	0.969688276	0.980320893	0.961000507	0.623331272	0.486582116	0.961565531	0.646197427	0.946512402	0.960050258	0.617009	0.646886805
EG12705	0.814939039	0.76177732	0.475067169	0.887967059	0.937806721	0.737098704	0.778891478	0.987523473	0.244441313	0.523315582	0.318836781	0.910303853	0.608422422	0.969738948	0.785771399	0.128923978	0.294753027	0.881751315	0.868251159	0.937585645
EG12718	0.826080723	0.870638487	0.676190503	0.862271435	0.797141359	0.866336809	0.66300749	0.8994151	0.575437287	0.825799016	0.776130167	0.517316004	0.764149792	0.529833434	0.522135908	0.450245562	0.767855254	0.731142136	0.717642015	0.699452577
EG12740	0.780626528	0.649433675	0.434094599	0.75432045	0.911014993	0.712355162	0.710086739	0.97933237	0.305959768	0.557971436	0.168072489	0.893959638	0.641784716	0.97117133	0.693431065	0.103846267	0.232937146	0.865469316	0.896032867	0.936108891
EG12741	0.722529244	0.728390371	0.473196612	0.881647144	0.901440895	0.734399933	0.726726808	0.986079165	0.210880298	0.495456462	0.185743871	0.862890653	0.550113165	0.959641436	0.763290279	0.054039281	0.140076348	0.799003278	0.853360612	0.902024112
EG12756	0.744594723	0.796772956	0.593165065	0.730501172	0.787833651	0.778585644	0.696368944	0.825048337	0.499110194	0.63058403	0.628194793	0.577020763	0.742654699	0.587963079	0.733756595	0.546726957	0.724225654	0.627098015	0.631047991	0.686826177
EG12757	0.709137868	0.763739761	0.677171824	0.712682147	0.794410714	0.724818751	0.72374985	0.876587362	0.474876655	0.634217837	0.742312527	0.690681101	0.755599956	0.663270307	0.760645623	0.565412131	0.737808476	0.621676589	0.670814387	0.706467574
EG12758	0.744062194	0.820073537	0.588374609	0.724974976	0.821286196	0.759665615	0.704746555	0.85336411	0.490606349	0.686388567	0.656111234	0.551321996	0.66433763	0.596416051	0.709657069	0.60989846	0.672403092	0.610471541	0.699794671	0.689257971
EG12781	0.725655511	0.613550856	0.524168187	0.8035931	0.907681058	0.605670104	0.655984173	0.981976933	0.312516107	0.415960733	0.163941871	0.884595422	0.540675105	0.950674672	0.71091078	0.068584797	0.233440041	0.807593157	0.84901971	0.929066866
EG12834	0.717178091	0.909705433	0.576800208	0.829307159	0.645080051	0.826656176	0.465268898	0.950912579	0.331034499	0.833562465	0.942691326	0.312864342	0.822988219	0.268226117	0.356372496	0.196677581	0.963732178	0.965138885	0.852918525	0.717620639
EG12835	0.595285754	0.876014311	0.45976314	0.754420636	0.544920538	0.839506381	0.319094239	0.926332576	0.295074683	0.757136964	0.943418944	0.41197595	0.839013835	0.338345672	0.381807031	0.243427725	0.963581404	0.959588083	0.733259981	0.746644533
EG12836	0.724404332	0.877307138	0.492052145	0.788402132	0.604469013	0.852249368	0.544874423	0.951828572	0.276611151	0.805246578	0.93995047	0.217780207	0.873675046	0.331297641	0.332023407	0.2442278	0.959622298	0.947002907	0.814086636	0.764125554
EG12837	0.707314429	0.886972765	0.526370174	0.74535618	0.616482676	0.827089029	0.507656599	0.936505933	0.396892863	0.772706007	0.905528443	0.367804417	0.807100895	0.30353022	0.41724487	0.169790778	0.956888203	0.972572846	0.767526084	0.766080367
EG12842	0.988432987	0.298545592	0.931562162	0.892141616	0.802331658	0.449283614	0.726707021	0.902761071	0.784284853	0.977696349	0.982441769	0.957798097	0.563075438	0.154333145	0.963764319	0.369607836	0.938674131	0.964487318	0.323017003	0.372451627
EG12900	0.811417198	0.754236355	0.528406124	0.870622099	0.909987274	0.791174386	0.718454154	0.983468535	0.257099441	0.607531332	0.147028819	0.853028757	0.522587819	0.958642529	0.7165015	0.088606277	0.224811466	0.816284485	0.83141005	0.9062561
EG12901	0.7211232	0.683647818	0.482814545	0.815058222	0.91959811	0.700205568	0.649204016	0.979343406	0.275832862	0.489199154	0.147514195	0.895985767	0.70960174	0.969405454	0.756929267	0.078162186	0.305838378	0.871744237	0.895656902	0.941622052
EG12938	0.71832446	0.879861322	0.588934158	0.80452266	0.695652554	0.81455584	0.568247399	0.881615118	0.437943371	0.804523438	0.808486977	0.276892278	0.710134616	0.245625596	0.240878317	0.230619658	0.807797338	0.813904108	0.729214997	0.622874585
EG12939	0.693408188	0.831976868	0.584592902	0.723242551	0.666317508	0.792312951	0.497515149	0.833521666	0.426277138	0.730449635	0.813447068	0.325523543	0.659411379	0.192335066	0.328453674	0.345269434	0.775871026	0.766013347	0.56225917	0.623731611
EG12952	0.471618357	0.279899373	0.728955417	0.310003543	0.485796999	0.356154802	0.390243285	0.320838249	0.248478004	0.312789511	0.27947756	0.494624092	0.33262441	0.173467574	0.235501639	0.408191112	0.450593778	0.447840115	0.301260243	0.264999358
EG12956	0.825860264	0.809762506	0.579667219	0.893286986	0.948725534	0.768141279	0.873161794	0.989443088	0.367187105	0.628598386	0.191117482	0.840138075	0.547121632	0.966962925	0.78176554	0.070920065	0.274943641	0.838030513	0.849218112	0.914581149
EG12963	0.522043688	0.848089789	0.277389174	0.613850661	0.320280285	0.719923756	0.280127544	0.910496451	0.132855979	0.753441367	0.958602074	0.012184948	0.717446781	0.003740864	0.087275668	0.026562249	0.973138748	0.997440102	0.613747865	0.643488892
EG12966	0.877865324	0.547346117	0.750086098	0.794608678	0.786524486	0.600427308	0.712387366	0.839145044	0.549269784	0.754004591	0.42927087	0.334264026	0.280482615	0.246495883	0.459904663	0.445655462	0.380872459	0.43199392	0.222511473	0.410077599
EG12989	0.485468601	0.463069154	0.242692667	0.686505677	0.815335484	0.399491198	0.433331325	0.961764654	0.017782188	0.28398267	0.150895668	0.878919272	0.609992386	0.964848521	0.771388767	0.094262373	0.372909158	0.881442632	0.865284097	0.943252397
EG12990	0.20771057	0.201052225	0.027440024	0.48217802	0.753642987	0.297562157	0.207393149	0.949716097	0.000364	0.018820697	0.175976673	0.848711849	0.586274168	0.957370506	0.737146448	0.059281101	0.232057178	0.807280317	0.858776277	0.926535657
EG12995	0.317749416	0.32049506	0.764608589	0.308267387	0.446793418	0.412426548	0.347306385	0.380262017	0.285616564	0.341552261	0.195270132	0.597060916	0.352137047	0.193512381	0.28842908	0.354512733	0.339616344	0.425367851	0.239817061	0.142889416
EG12996	0.492557372	0.419472449	0.654361381	0.447177573	0.563146221	0.40239478	0.546204553	0.416987745	0.3331665	0.341664699	0.203625232	0.498071427	0.366308349	0.165082012	0.29313428	0.445042197	0.374185048	0.46750022	0.306472625	0.26298698
EG12997	0.574901095	0.482998333	0.776077782	0.477466483	0.573191883	0.456680501	0.481799633	0.442748247	0.34875657	0.45367483	0.159096245	0.469168181	0.357358379	0.189755376	0.291390703	0.32451062	0.263114827	0.437214297	0.168882823	0.191966546
EG13006	0.144951778	0.122836948	0.25507406	0.087386129	0.33841351	0.132258743	0.167265215	0.056018696	0.144919034	0.086868151	0.042585649	0.316896086	0.283077235	0.16411076	0.121244119	0.184169322	0.205711786	0.22000164	0.178860244	0.031355008
EG13156	0.727017667	0.642175264	0.618387112	0.728733248	0.692902139	0.63229036	0.614332085	0.683061363	0.384125459	0.613051879	0.582681379	0.488835002	0.527165925	0.427622676	0.378898016	0.192598617	0.638160423	0.4229888	0.518926472	0.411157938
EG131564	0.199089936	0.285004463	0.256446213	0.086383876	0.200711796	0.191033779	0.184808269	0.156667911	0.193114461	0.151493377	0.270149047	0.385932334	0.338534563	0.437630993	0.564805885	0.749575291	0.28639901	0.438217008	0.278414199	0.455896688
EG13161	0.8298875	0.800352403	0.449779731	0.351143106	0.239266653	0.258617048	0.032515614	0.984302094	0.175810383	0.8342617	0.862492268	0.478239119	0.017710236	0.346298198	0.776778264	0.983422671	0.740944809	0.730303033	0.589311013	0.321030183
EG13178	0.784240728	0.758221972	0.648462554	0.88206515	0.940358144	0.744886049	0.757321504	0.987553523	0.302545706	0.627754051	0.031344369	0.584713036	0.177174633	0.900210465	0.480578655	0.001300064	0.014439384	0.539196263	0.655957176	0.798405206
EG13218	0.999532731	0.974054532	0.931826673	0.988362048	0.995339948	0.976522315	0.977173926	0.998941539	0.812389884	0.937056787	0.723836218	0.963146047	0.953097036	0.888195878	0.795736626	0.101477309	0.915238392	0.838445417	0.951333257	0.688108411
EG13219	0.997709324	0.858563285	0.738622695	0.949619518	0.973092793	0.860263615	0.900996672	0.993553775	0.43541657	0.707911686	0.502978538	0.887682545	0.859459088	0.668667059	0.524736756	0.09292019	0.747683132	0.60110503	0.877468172	0.466473781
EG13227	0.226206962	0.556946258	0.920588143	0.259213468	0.043073065	0.431994709	0.270266698	0.760990374	0.637341488	0.635923381	0.75610876	0.867409284	0.240899418	0.060329295	0.359308574	0.419430055	0.176316042	0.393746056	0.383414669	0.546569611
EG13243	0.431167646	0.407925601	0.167115308	0.461942115	0.286291316	0.360719239	0.313218637	0.511507941	0.412236173	0.343456872	0.281752403	0.121567143	0.393322634	0.229179506	0.300408569	0.148979801	0.218243393	0.233472146	0.348394422	0.191083619
EG13249	0.354655334	0.393951659	0.49317919	0.540478554	0.448288594	0.476531077	0.375112377	0.306277044	0.409127488	0.55916649	0.297841954	0.109988702	0.144738929	0.051919254	0.073239305	0.070413788	0.165007451	0.141239856	0.082425757	0.168047376
EG13282	0.240352748	0.136376156	0.303841137	0.034855449	0.032738703	0.229604511	0.153787277	0.026252058	0.514304891	0.274582183	0.957711129	0.972291706	0.702016361	0.929262951	0.882991121	0.403164244	0.970289331	0.950172002	0.958919856	0.945129151
EG13286	0.002757457	0.104570721	0.114488454	0.041988425	0.05021564	0.082668991	0.077599618	0.006807938	0.219799278	0.245858964	0.267989472	0.256731309	0.330458609	0.378246594	0.195816414	0.312300462	0.25402801	0.239256297	0.372646639	0.314517512
EG13287	0.000386	0.158383771	0.126001741	0.030186407	0.065216846	0.128575455	0.125835539	0.022395847	0.19902203	0.157056259	0.207414355	0.254520128	0.245829544	0.339626875	0.24692289	0.455005084	0.272764645	0.231720116	0.331099268	0.316111661
EG13291	0.319901017	0.333701629	0.690922187	0.361855581	0.490122757	0.297231681	0.387815843	0.33835467	0.335805177	0.367228026	0.387092486	0.507987172	0.385181147	0.285377978	0.362521756	0.450849514	0.416339601	0.55638762	0.278040852	0.325759949
EG13292	0.990924462	0.786423859	0.457961303	0.837808083	0.945230621	0.712189119	0.794157998	0.980866783	0.334368935	0.408446008	0.427146108	0.843149162	0.825936	0.650910502	0.479376327	0.068534372	0.79362146	0.472223917	0.872040086	0.425072109
EG13317	0.001	0.137745123	0.094544844	0.017698356	0.050440846	0.091890111	0.103190441	0.010541728	0.143862858	0.178985363	0.347743104	0.209653722	0.386385152	0.45388514	0.214130691	0.487408128	0.139112079	0.241977309	0.39024868	0.338503679
EG13324	0.999569937	0.97674314	0.935040792	0.991261472	0.994839164	0.975875544	0.983771218	0.998836771	0.775549712	0.948041457	0.793605964	0.965597117	0.96090863	0.909819349	0.808377474	0.129898169	0.924635217	0.86943103	0.977003583	0.770258124
EG13329	0.779495574	0.847197158	0.575547781	0.912717874	0.947483164	0.80690487	0.830616005	0.989966851	0.30763325	0.597076684	0.186415264	0.870133817	0.60267909	0.966788834	0.732747649	0.064131129	0.286492099	0.869816836	0.88359394	0.955357827
EG13374	0.995334758	0.821242299	0.645948864	0.91448622	0.953197138	0.724883778	0.839703874	0.990040159	0.378126102	0.603911176	0.581772416	0.903142971	0.875936618	0.782546155	0.648855366	0.107357054	0.855830318	0.705315538	0.89688155	0.510191565
EG13410	0.272091596	0.331822253	0.307570079	0.304968034	0.304989996	0.275631021	0.317093989	0.333929665	0.213738643	0.26133386	0.344692516	0.381597904	0.365956698	0.285126463	0.260289485	0.452679647	0.301126809	0.215724531	0.382943792	0.35910718
EG13411	0.405818421	0.518001703	0.399489887	0.4451457	0.503733922	0.433846827	0.52599466	0.493035851	0.394051046	0.415217518	0.593858519	0.798161602	0.793912228	0.658758385	0.563092525	0.237171506	0.756968863	0.689960964	0.776460439	0.548306997
EG134119	0.407262203	0.420268532	0.367376852	0.406353614	0.489595163	0.363821052	0.419372812	0.450966399	0.251281837	0.423737579	0.057505778	0.052045905	0.066643965	0.098743476	0.036832371	0.115694171	0.12992786	0.023948901	0.077312364	0.042289567
EG13412	0.349773791	0.343376081	0.402511727	0.341153334	0.330305179	0.295958822	0.266012809	0.301667265	0.256592501	0.330369414	0.284437083	0.242103873	0.259319867	0.259299968	0.23106793	0.326295802	0.184490019	0.185605506	0.234517545	0.276074133
EG134120	0.414203622	0.584462176	0.45912449	0.474674205	0.578935857	0.442746804	0.54127955	0.515346843	0.361724435	0.507300584	0.568079834	0.674787887	0.557278192	0.612639435	0.565972537	0.663556394	0.605109065	0.532638984	0.618763973	0.593411162
EG13413	0.412234474	0.305854	0.364734778	0.348063775	0.333973515	0.204622056	0.232977224	0.373421212	0.186814805	0.310594768	0.06679884	0.114433259	0.128225567	0.125924995	0.116431208	0.052721633	0.095838767	0.163551224	0.107857422	0.062865492
EG13414	0.997051643	0.795885993	0.660292975	0.943822646	0.968621707	0.801692791	0.90064485	0.992878606	0.332143289	0.672758845	0.475516943	0.093434773	0.10541445	0.181801172	0.245333399	0.895214518	0.174147036	0.290186955	0.060904629	0.367166035
EG13418	0.969938569	0.86534411	0.737198847	0.925206281	0.964532385	0.840962949	0.87674918	0.990829831	0.36307909	0.750281579	0.683989779	0.905222023	0.739406269	0.766218759	0.637840269	0.214736541	0.832712127	0.733737509	0.896974551	0.620438527
EG13429	0.812558439	0.91178498	0.775233683	0.73779033	0.896855996	0.807312942	0.764313491	0.908007615	0.683326381	0.660836426	0.46799177	0.818165858	0.179997942	0.490849723	0.533791994	0.075249972	0.378479448	0.57496497	0.422548503	0.323945674
EG13451	0.325873334	0.196569441	0.038038284	0.310626275	0.325620684	0.248822549	0.213304075	0.190151049	0.187592022	0.1675336	0.088553012	0.100914479	0.164006536	0.083869161	0.131341579	0.129072046	0.117861387	0.094065495	0.21697386	0.094568111
EG13461	0.045194284	0.609936682	0.031971114	0.376274901	0.023377168	0.485345027	0.00646923	0.805908954	0.000922	0.553954939	0.020589172	0.960206322	0.179257036	0.996616201	0.794850639	0.920357116	0.034537129	0.000727	0.191209892	0.29318577
EG13493	0.272916228	0.931964003	0.186086584	0.772781453	0.218308497	0.863116111	0.065911217	0.968266964	0.011999992	0.853707111	0.95914949	0.020514932	0.717918859	0.002623117	0.103451148	0.040473626	0.967614118	0.997125071	0.592207404	0.613158156
EG13494	0.521445387	0.872636829	0.401720846	0.628770333	0.361223996	0.812371955	0.347102213	0.903426024	0.147244773	0.798373222	0.96858904	0.005921808	0.784504035	0.001272732	0.150518816	0.087612249	0.972318983	0.997295992	0.671338515	0.65397273
EG13511	0.822106061	0.766741957	0.644202142	0.918423151	0.949358623	0.74550198	0.808669548	0.989708922	0.34105189	0.635362936	0.863356307	0.163941955	0.412470018	0.050345948	0.232655151	0.947304685	0.819084335	0.185915376	0.127653097	0.140578522
EG13523	0.322668062	0.255699383	0.18737493	0.3255741	0.291833912	0.249894611	0.325870491	0.414472705	0.268538386	0.138993575	0.320559155	0.21151317	0.176928909	0.372182469	0.217726549	0.128877093	0.142671151	0.131574238	0.206098969	0.325017964
EG13566	0.977956382	0.983915908	0.96700066	0.991490482	0.993865213	0.980393189	0.979939652	0.996835933	0.907204479	0.959250417	0.679921136	0.748634099	0.435612241	0.638404062	0.581445094	0.403822276	0.696322895	0.558530007	0.582576187	0.593368697
EG13567	0.973369548	0.9764895	0.96074684	0.990486226	0.990457822	0.978384947	0.97370887	0.995718608	0.915520064	0.950403969	0.674054885	0.721974348	0.485096218	0.61933839	0.567980382	0.463518952	0.656122128	0.571615253	0.672958955	0.673286569
EG13568	0.938169801	0.968467586	0.945478191	0.986348944	0.989620293	0.956064367	0.974875487	0.995394761	0.868163434	0.95514651	0.703977102	0.660757361	0.528140411	0.752371923	0.669180479	0.662241439	0.630731902	0.708934074	0.681382825	0.707891326
EG13569	0.980205249	0.982925394	0.977430538	0.994252734	0.99396225	0.987019971	0.984431741	0.997987439	0.937613229	0.976672487	0.702187983	0.755747277	0.521006104	0.64341233	0.651107095	0.604189128	0.731558319	0.674315558	0.664730185	0.723228301
EG13570	0.981162922	0.983733892	0.976928298	0.994361302	0.994027717	0.99027766	0.980650564	0.997865343	0.942346456	0.969242837	0.551214364	0.544036365	0.395306428	0.510598861	0.441969051	0.338621659	0.603596245	0.487056439	0.497753902	0.534724632
EG13601	0.420300281	0.80700552	0.258887048	0.656256754	0.306320225	0.661999569	0.274414413	0.873639545	0.141250616	0.744454899	0.969940899	0.015244568	0.763845767	0.00360562	0.21842176	0.089297061	0.973740925	0.996725487	0.596846005	0.668745287
EG13667	0.517221339	0.897420348	0.442678104	0.710101708	0.481064401	0.813796255	0.360819987	0.917714729	0.165212682	0.804410475	0.962316388	0.051698934	0.792852788	0.003401077	0.190621674	0.054255116	0.977974622	0.998234119	0.633925073	0.648078515
EG13683	0.992419311	0.325460986	0.942637303	0.933975997	0.868487242	0.524914577	0.71219983	0.938326325	0.829000699	0.984078934	0.962644427	0.930625576	0.322935583	0.067905475	0.939401442	0.205602156	0.887605205	0.934446494	0.178516217	0.236032223
EG13735	0.869797333	0.781143434	0.692691141	0.801301132	0.88158324	0.700167781	0.808381103	0.853886891	0.423838062	0.59568068	0.496947771	0.663172877	0.6530605	0.568675624	0.485158292	0.439396727	0.569263182	0.482847277	0.610063531	0.551521147
EG13736	0.871289136	0.823328744	0.630251335	0.836489162	0.894842208	0.747444812	0.815872694	0.871570841	0.417783666	0.632678729	0.457258972	0.329554877	0.342302801	0.395052843	0.348563174	0.482140297	0.28533618	0.459152447	0.22535517	0.512597248
EG13737	0.882732207	0.828303914	0.657780031	0.830015132	0.818010452	0.7750801	0.795680946	0.861078808	0.353646536	0.634077418	0.483447869	0.677374912	0.655482388	0.648491465	0.580018908	0.447850611	0.671185705	0.659199549	0.608352106	0.518597419
EG13738	0.913806422	0.844163024	0.75475757	0.869900401	0.893951942	0.81176525	0.823847237	0.916625978	0.60185996	0.697427835	0.319869936	0.828645757	0.779817574	0.626911623	0.473899422	0.029114707	0.747057066	0.651168243	0.880689449	0.386971547
EG13739	0.874161994	0.720120167	0.619483668	0.798654352	0.862036923	0.729301	0.741252243	0.830054054	0.429875526	0.683175273	0.352449038	0.244762749	0.267890679	0.241211584	0.261335325	0.543843164	0.23168492	0.191016685	0.121894972	0.334611626
EG13740	0.872889253	0.716820286	0.692682026	0.829448968	0.872967311	0.783856944	0.775072661	0.846485329	0.4315856	0.637289634	0.305569244	0.21426335	0.237065718	0.193643399	0.317382062	0.534310276	0.244590656	0.241395354	0.202545501	0.333950385
EG13741	0.877530058	0.848664835	0.646161442	0.806134484	0.876718732	0.836767221	0.835412954	0.874033991	0.51562465	0.692209808	0.463068741	0.639606067	0.625951939	0.551649497	0.481080896	0.291484136	0.566627734	0.534640493	0.621302349	0.489773813
EG13742	0.867269699	0.818016292	0.623377201	0.809348129	0.907320152	0.772715877	0.810049758	0.878242496	0.442232338	0.658837727	0.552967162	0.562091928	0.650102133	0.620728929	0.501912051	0.387728033	0.670724108	0.581043002	0.614325865	0.503684905
EG13743	0.861373792	0.764407169	0.579748904	0.810291334	0.829077675	0.762910673	0.720417901	0.863080159	0.28396543	0.498193262	0.394985687	0.223392073	0.167864426	0.280722686	0.356911324	0.477345068	0.26454575	0.31203708	0.227470042	0.482592805
EG13744	0.869195024	0.776823972	0.667916637	0.752967736	0.832512467	0.76034167	0.747744909	0.864888948	0.435592865	0.601731935	0.466322355	0.563640508	0.613069615	0.653102148	0.48666585	0.313433107	0.640878372	0.553468186	0.562147104	0.655006886
EG13745	0.889683278	0.746384053	0.69708616	0.827332046	0.831227947	0.796022176	0.774785949	0.866301213	0.445238109	0.662772241	0.476249978	0.653332967	0.609608963	0.635821644	0.563752244	0.285203524	0.619631217	0.617397515	0.605191011	0.555409939
EG13786	0.696239793	0.867040906	0.621973284	0.814628755	0.661767128	0.823935608	0.543250507	0.934320777	0.325144196	0.845050835	0.931327434	0.330233138	0.85189299	0.276978619	0.356059967	0.206878018	0.960304022	0.960568121	0.797435321	0.774806265
EG13787	0.777879649	0.902835206	0.646205339	0.81432388	0.681794645	0.883964733	0.597486022	0.941572778	0.465821749	0.876564002	0.914396326	0.281829265	0.792931091	0.230805158	0.368409158	0.125574398	0.950101337	0.949695647	0.792578496	0.736708468
EG13788	0.737970058	0.904491547	0.573131429	0.86360909	0.682616358	0.846864939	0.648731852	0.949830047	0.378817285	0.838720647	0.929440563	0.383068352	0.820978251	0.178168116	0.285957506	0.189051964	0.964926207	0.959168432	0.869376113	0.800195456
EG13789	0.664047029	0.894799351	0.586086159	0.823277968	0.745215578	0.829723596	0.618715792	0.93852933	0.415432024	0.832838205	0.932215319	0.256241551	0.76407849	0.197479623	0.266330796	0.08119032	0.948866823	0.956664271	0.686775496	0.664680427
EG13790	0.784315089	0.9236984	0.609611058	0.837201042	0.637719023	0.899102751	0.555096208	0.942072641	0.423025587	0.861256132	0.888375295	0.317382109	0.85152646	0.310833278	0.380004207	0.243258403	0.966012253	0.94034285	0.786287378	0.742249864
EG13791	0.689773561	0.882198439	0.591980106	0.804718359	0.676415761	0.82662349	0.576447552	0.932333377	0.333662664	0.800847172	0.944217502	0.436045551	0.865598716	0.27328446	0.348918075	0.221594602	0.97587705	0.965991356	0.790214934	0.769944134
EG13797	0.253599583	0.164941872	0.261630542	0.118695043	0.00456914	0.197046422	0.408263468	0.026132253	0.499662608	0.211591001	0.97515466	0.981005768	0.735108955	0.953432089	0.886581224	0.554398654	0.977715145	0.955610716	0.971443998	0.950930219
EG13853	0.725600865	0.903157969	0.567437004	0.761118653	0.678785576	0.853604022	0.545815696	0.937882455	0.31027051	0.814331457	0.938708302	0.406471144	0.849351638	0.271620999	0.380721513	0.22677394	0.969320568	0.964811889	0.808556751	0.757979098
EG13881	0.827495375	0.630839931	0.597026823	0.686556244	0.800530645	0.692657319	0.760552902	0.873347646	0.635564324	0.590492344	0.485709951	0.185126833	0.29159612	0.305872203	0.186453837	0.455644972	0.188453283	0.078355636	0.045131993	0.418409435
EG13882	0.751562063	0.548291808	0.675404025	0.656739685	0.758260636	0.703906509	0.711923915	0.864843261	0.613672483	0.597767989	0.1958951	0.262372082	0.236476322	0.295578545	0.498335844	0.553782873	0.428117878	0.427226102	0.36575182	0.175784724
EG13883	0.787344542	0.539855592	0.672585182	0.641123493	0.770522607	0.738137807	0.707627663	0.890092103	0.659127034	0.538924273	0.51062342	0.807704166	0.869295955	0.756325334	0.241106107	0.060442163	0.532574645	0.506347725	0.606652496	0.488926085
EG13884	0.773812079	0.516160881	0.622941096	0.569463293	0.720709234	0.703345737	0.71284165	0.840800298	0.671544398	0.542246162	0.401879569	0.08395839	0.225099393	0.250279662	0.11363052	0.411965395	0.128420367	0.163525167	0.032658103	0.395863121
EG13899	0.717947415	0.813312063	0.694437886	0.742371524	0.839180736	0.631900119	0.647213775	0.889416258	0.633041736	0.517399052	0.444220155	0.761016383	0.361286973	0.560943479	0.632700169	0.338124394	0.517125024	0.614836519	0.458295872	0.475595926
EG13907	0.532669911	0.866302184	0.290467266	0.650782279	0.37340927	0.800898738	0.345050872	0.888736176	0.138641926	0.763540505	0.978008882	0.040644031	0.786325851	0.003354555	0.093541512	0.090633898	0.977779638	0.998381773	0.761501957	0.72213941
EG13962	0.995507402	0.871956007	0.650417866	0.92106319	0.959608647	0.778890231	0.858530232	0.991151712	0.445796606	0.673743052	0.502358524	0.928215256	0.910790074	0.725417288	0.47842427	0.011373318	0.846395074	0.624421714	0.94450787	0.339287375
EG13964	0.996437071	0.91899921	0.70487096	0.902796879	0.961720695	0.831802765	0.864632293	0.993055903	0.592277081	0.641511039	0.218130296	0.869769742	0.845773183	0.654744084	0.371477921	0.002403888	0.749840438	0.458993361	0.897956996	0.246666555
EG13965	0.996004701	0.875968854	0.676285623	0.924102453	0.957173784	0.795456016	0.873711075	0.991257075	0.52095132	0.626056693	0.407153158	0.891917043	0.855784201	0.651592177	0.397976264	0.004315413	0.806449205	0.43230718	0.924484963	0.199884488
EG13995	0.805272803	0.911776591	0.546126376	0.828092816	0.736336157	0.755902396	0.573821755	0.868813718	0.367918711	0.821588543	0.721129276	0.637169389	0.87727804	0.410816461	0.598590637	0.40359732	0.856735406	0.870751156	0.816234636	0.692481217
